newscan,angle,distance
0,326.046875,1136.0
0,328.703125,1134.75
0,331.203125,1300.25
0,340.953125,3549.0
0,343.578125,3479.75
0,348.71875,4054.0
1,351.34375,4050.75
0,353.953125,4071.5
0,357.1875,1489.75
0,359.8125,1498.75
0,2.4375,1512.0
0,7.078125,3874.75
0,9.6875,3986.5
0,17.359375,6177.75
0,19.96875,5865.75
0,26.515625,923.75
0,29.171875,907.0
0,31.859375,885.5
0,34.453125,894.5
0,37.078125,898.25
0,39.5625,922.5
0,42.234375,934.75
0,44.734375,975.75
0,47.265625,1043.25
0,59.109375,0.0
0,54.15625,3311.5
0,56.796875,3257.5
0,59.28125,3200.5
0,61.890625,3154.25
0,64.515625,3124.75
0,67.0625,3216.0
0,69.703125,3183.75
0,72.296875,3180.0
0,74.90625,3163.5
0,77.484375,3155.25
0,80.109375,3161.25
0,82.796875,3181.0
0,85.421875,3189.0
0,88.015625,3210.0
0,90.625,3248.0
0,93.21875,3283.0
0,95.828125,3330.0
0,98.4375,3384.75
0,101.109375,2929.0
0,103.765625,2707.5
0,106.390625,2490.75
0,108.921875,2345.5
0,111.546875,2215.25
0,114.265625,1966.5
0,116.9375,1786.5
0,119.515625,1817.5
0,122.234375,1642.0
0,124.875,1584.25
0,127.453125,1547.25
0,130.078125,1515.0
0,194.1875,199.5
0,255.78125,362.0
0,260.71875,372.5
0,263.171875,362.25
0,265.75,364.25
0,268.640625,367.0
0,270.875,370.5
0,273.703125,374.75
0,275.859375,380.0
0,278.5625,386.0
0,281.265625,393.0
0,283.578125,401.25
0,286.453125,411.0
0,288.828125,399.5
0,295.84375,0.0
0,298.453125,0.0
0,295.734375,538.75
0,298.296875,557.75
0,300.515625,580.0
0,303.109375,604.75
0,305.515625,634.5
0,308.078125,668.0
0,310.484375,704.25
0,313.078125,748.0
0,315.453125,799.25
0,317.9375,861.5
0,320.328125,934.5
0,322.859375,1025.25
0,328.015625,1128.25
0,330.5625,1254.5
0,333.015625,1453.5
0,342.890625,2923.5
0,345.4375,3618.75
0,347.96875,3620.75
1,350.515625,4058.75
0,353.109375,4066.75
0,356.359375,1494.0
0,358.9375,1497.75
0,1.5625,1509.0
0,11.171875,0.0
0,13.765625,0.0
0,8.75,3907.0
0,21.546875,5684.0
0,25.421875,917.5
0,28.125,904.25
0,30.671875,885.0
0,33.359375,881.25
0,35.9375,895.0
0,38.46875,909.25
0,41.09375,917.75
0,43.515625,947.75
