newscan,angle,distant,quality
0,9.296875,2962.0,24
0,10.859375,2987.25,20
0,12.296875,3012.75,20
0,13.734375,3039.75,24
0,15.15625,3069.0,24
0,16.609375,3106.0,25
0,18.140625,2586.5,19
0,19.609375,2466.5,19
0,21.046875,2346.0,18
0,56.125,1468.0,17
0,57.53125,1477.0,20
0,59.171875,1313.5,22
0,60.53125,1443.25,20
0,61.96875,1421.5,20
0,63.4375,1401.0,23
0,64.828125,1402.25,24
0,66.40625,1263.25,16
0,67.890625,1275.0,18
0,69.28125,1322.5,20
0,70.71875,1340.0,22
0,72.0625,1362.0,27
0,73.515625,1353.25,22
0,75.1875,1201.75,16
0,76.609375,1187.25,22
0,78.046875,1173.75,18
0,79.59375,1140.25,17
0,81.046875,1124.25,26
0,82.46875,1134.25,17
0,85.34375,1266.75,27
0,87.03125,979.5,18
0,89.703125,1170.75,19
0,91.4375,981.75,25
0,92.890625,957.75,24
0,94.4375,943.5,25
0,95.875,932.25,23
0,97.28125,922.25,23
0,98.71875,923.75,24
0,100.296875,922.25,25
0,101.734375,925.0,27
0,103.171875,934.5,26
0,104.546875,943.25,24
0,105.9375,959.75,25
0,107.421875,981.75,26
0,111.75,1023.5,18
0,114.265625,1377.75,19
0,115.75,1358.75,22
0,117.140625,1479.25,20
0,118.578125,1470.5,22
0,120.015625,1499.0,14
0,121.46875,1537.25,15
0,122.921875,1544.75,16
0,125.78125,1610.25,16
0,127.1875,1639.0,16
0,128.71875,1563.0,24
0,130.078125,1694.5,10
0,153.140625,677.5,10
0,165.5625,1213.5,26
0,167.03125,1211.0,26
0,168.5,1207.5,26
0,170.0,1203.5,26
0,171.5625,1049.5,25
0,172.90625,1202.25,27
0,174.34375,1199.75,26
0,175.859375,1198.75,29
0,177.328125,1199.5,29
0,178.734375,1203.5,26
0,180.234375,1204.5,26
0,181.765625,1207.75,26
0,183.203125,1210.0,26
0,184.625,1213.5,26
0,186.15625,1221.0,26
0,187.546875,1227.25,24
0,189.046875,1237.75,21
0,190.53125,1246.75,20
0,191.984375,1257.0,21
0,193.390625,1269.25,28
0,194.890625,1280.0,29
0,196.28125,1293.0,30
0,197.75,1306.75,29
0,199.1875,1321.25,29
0,200.734375,1333.0,29
0,202.15625,1351.0,22
0,203.703125,1371.5,27
0,205.1875,1395.0,28
0,206.609375,1413.0,28
0,208.078125,1437.5,23
0,209.515625,1463.75,23
0,212.46875,1548.5,29
0,213.875,1582.0,29
0,215.359375,1610.0,27
0,216.796875,1655.75,24
0,218.234375,1691.0,28
0,219.6875,1732.75,28
0,221.140625,1782.0,23
0,222.59375,1827.5,25
0,224.09375,1883.5,26
0,225.484375,1940.5,26
0,226.96875,1997.75,21
0,231.28125,2322.75,18
0,232.703125,2421.75,20
0,234.15625,2519.25,20
0,235.609375,2631.75,18
0,237.0625,2758.5,16
0,241.453125,2947.25,25
0,242.921875,2910.25,27
0,244.40625,2886.0,25
0,245.90625,2860.0,25
0,247.375,2837.0,26
0,248.84375,2818.5,26
0,250.34375,2795.25,26
0,251.890625,2782.75,25
0,253.375,2761.75,22
0,254.859375,2749.75,22
0,256.328125,2738.5,22
0,257.828125,2728.5,24
